,Timestamp,System ON,System ON Timestamps,System OFF Timestamps,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,User Coordinates,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology,Solar Irradiance (W/m²)
10318,07/12/2024 0:15,False,,07/12/2024 0:15,34.13218123,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.578,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10319,07/12/2024 0:30,False,,07/12/2024 0:30,29.34781838,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.579,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10320,07/12/2024 0:45,False,,07/12/2024 0:45,32.87728294,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.58,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10321,07/12/2024 1:00,False,,07/12/2024 1:00,29.69000066,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.581,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10322,07/12/2024 1:15,False,,07/12/2024 1:15,32.08554667,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.582,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10323,07/12/2024 1:30,False,,07/12/2024 1:30,33.23993654,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.583,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10324,07/12/2024 1:45,False,,07/12/2024 1:45,32.25804858,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.584,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10325,07/12/2024 2:00,False,,07/12/2024 2:00,32.13456786,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.585,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10326,07/12/2024 2:15,False,,07/12/2024 2:15,29.60549262,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.586,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10327,07/12/2024 2:30,False,,07/12/2024 2:30,34.88950949,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.587,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10328,07/12/2024 2:45,False,,07/12/2024 2:45,29.55708436,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.588,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10329,07/12/2024 3:00,False,,07/12/2024 3:00,33.04819053,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.589,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10330,07/12/2024 3:15,False,,07/12/2024 3:15,34.98481583,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.59,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10331,07/12/2024 3:30,False,,07/12/2024 3:30,32.35244052,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.591,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10332,07/12/2024 3:45,False,,07/12/2024 3:45,29.00222751,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.592,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10333,07/12/2024 4:00,False,,07/12/2024 4:00,31.10542721,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.593,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10334,07/12/2024 4:15,False,,07/12/2024 4:15,33.21801555,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.594,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10335,07/12/2024 4:30,False,,07/12/2024 4:30,33.85392168,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.595,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10336,07/12/2024 4:45,False,,07/12/2024 4:45,29.11228915,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.596,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10337,07/12/2024 5:00,False,,07/12/2024 5:00,32.96950578,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.597,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10338,07/12/2024 5:15,False,,07/12/2024 5:15,31.3459718,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.598,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10339,07/12/2024 5:30,False,,07/12/2024 5:30,32.85452712,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.599,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10340,07/12/2024 5:45,False,,07/12/2024 5:45,29.15492902,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.6,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10341,07/12/2024 6:00,False,,07/12/2024 6:00,31.65831995,0.0,0.0,0.229326473,90.0,,False,220.0,0.0,0.9,0.601,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10342,07/12/2024 6:15,False,,07/12/2024 6:15,32.66497577,19.62093877,0.0,0.234231708,90.0,,False,220.0,0.0,0.9,0.602,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,65.40312923
10343,07/12/2024 6:30,False,,07/12/2024 6:30,34.89413814,39.15785767,0.0,0.244021172,90.0,,False,220.0,0.0,0.9,0.603,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,130.5261922
10344,07/12/2024 6:45,False,,07/12/2024 6:45,29.82278527,58.5270966,0.0,0.258652947,90.0,,False,220.0,0.0,0.9,0.604,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,195.090322
10345,07/12/2024 7:00,False,,07/12/2024 7:00,30.15116382,77.64571353,0.0,0.278064375,90.0,,False,220.0,0.0,0.9,0.605,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,258.8190451
10346,07/12/2024 7:15,False,,07/12/2024 7:15,34.82118894,96.43183959,0.0,0.302172335,90.0,,False,220.0,0.0,0.9,0.606,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,321.4394653
10347,07/12/2024 7:30,True,07/12/2024 7:30,,32.59100099,114.8050297,0.278673328,0.26120526,90.0,,False,220.0,1.266696944,0.9,0.607,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,382.6834324
10348,07/12/2024 7:45,False,,07/12/2024 7:45,33.01786964,132.6866071,0.0,0.294376912,90.0,,False,220.0,0.0,0.9,0.608,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,442.2886902
10349,07/12/2024 8:00,False,,07/12/2024 8:00,30.21512351,150.0,0.0,0.331876912,90.0,,False,220.0,0.0,0.9,0.609,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,500.0
10350,07/12/2024 8:15,True,07/12/2024 8:15,,32.95235092,166.6710699,0.452321778,0.260464235,90.0,,False,220.0,2.056008083,0.9,0.61,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,555.570233
10351,07/12/2024 8:30,False,,07/12/2024 8:30,33.00275447,182.6284287,0.0,0.306121342,90.0,,False,220.0,0.0,0.9,0.611,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,608.761429
10352,07/12/2024 8:45,True,07/12/2024 8:45,,31.13270612,197.8037445,0.590430966,0.207964537,90.0,,False,220.0,2.68377712,0.9,0.612,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,659.3458151
10353,07/12/2024 9:00,False,,07/12/2024 9:00,30.76613486,212.1320344,0.0,0.260997545,90.0,,False,220.0,0.0,0.9,0.613,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,707.1067812
10354,07/12/2024 9:15,False,,07/12/2024 9:15,31.21971542,225.5519422,0.0,0.317385531,90.0,,False,220.0,0.0,0.9,0.614,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,751.8398075
10355,07/12/2024 9:30,True,07/12/2024 9:30,,33.76702831,238.0060021,0.315853041,0.297923771,90.0,,False,220.0,1.435695643,0.9,0.615,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,793.3533403
10356,07/12/2024 9:45,False,,07/12/2024 9:45,30.7602075,249.4408837,0.0,0.360283992,90.0,,False,220.0,0.0,0.9,0.616,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,831.4696123
10357,07/12/2024 10:00,True,07/12/2024 10:00,,31.87135187,259.8076211,0.370798214,0.332536344,90.0,,False,220.0,1.685446429,0.9,0.617,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,866.0254038
10358,07/12/2024 10:15,True,07/12/2024 10:15,,34.51551694,269.0618225,0.596672505,0.250633673,90.0,,False,220.0,2.712147749,0.9,0.618,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,896.8727415
10359,07/12/2024 10:30,False,,07/12/2024 10:30,29.28805662,277.1638598,0.0,0.319924638,90.0,,False,220.0,0.0,0.9,0.619,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,923.8795325
10360,07/12/2024 10:45,True,07/12/2024 10:45,,34.50978609,284.0790388,0.51033028,0.263361828,90.0,,False,220.0,2.319683092,0.9,0.62,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,946.9301295
10361,07/12/2024 11:00,False,,07/12/2024 11:00,33.11323285,289.7777479,0.0,0.335806265,90.0,,False,220.0,0.0,0.9,0.621,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,965.9258263
10362,07/12/2024 11:15,True,07/12/2024 11:15,,31.65384437,294.2355841,0.516619499,0.280210286,90.0,,False,220.0,2.348270449,0.9,0.622,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,980.7852804
10363,07/12/2024 11:30,False,,07/12/2024 11:30,30.72858929,297.4334584,0.0,0.354568651,90.0,,False,220.0,0.0,0.9,0.623,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,991.4448614
10364,07/12/2024 11:45,True,07/12/2024 11:45,,32.18556737,299.357677,0.503148413,0.303620967,90.0,,False,220.0,2.287038241,0.9,0.624,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,997.8589232
10365,07/12/2024 12:00,True,07/12/2024 12:00,,29.74625296,300.0,0.445205207,0.267319665,90.0,,False,220.0,2.023660033,0.9,0.625,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,1000.0
10366,07/12/2024 12:15,False,,07/12/2024 12:15,34.29143717,299.357677,0.0,0.342159084,90.0,,False,220.0,0.0,0.9,0.626,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,997.8589232
10367,07/12/2024 12:30,True,07/12/2024 12:30,,33.78964396,297.4334584,0.449112101,0.304239423,90.0,,False,220.0,2.04141864,0.9,0.627,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,991.4448614
10368,07/12/2024 12:45,True,07/12/2024 12:45,,31.24530988,294.2355841,0.46870806,0.260621304,90.0,,False,220.0,2.130491183,0.9,0.628,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,980.7852804
10369,07/12/2024 13:00,False,,07/12/2024 13:00,34.63014154,289.7777479,0.0,0.333065741,90.0,,False,220.0,0.0,0.9,0.629,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,965.9258263
10370,07/12/2024 13:15,True,07/12/2024 13:15,,32.05682941,284.0790388,0.514729755,0.275403062,90.0,,False,220.0,2.339680706,0.9,0.63,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,946.9301295
10371,07/12/2024 13:30,False,,07/12/2024 13:30,30.50698044,277.1638598,0.0,0.344694027,90.0,,False,220.0,0.0,0.9,0.631,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,923.8795325
10372,07/12/2024 13:45,True,07/12/2024 13:45,,32.63257049,269.0618225,0.568434065,0.269850966,90.0,,False,220.0,2.583791205,0.9,0.632,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,896.8727415
10373,07/12/2024 14:00,False,,07/12/2024 14:00,29.09466955,259.8076211,0.0,0.334802872,90.0,,False,220.0,0.0,0.9,0.633,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,866.0254038
10374,07/12/2024 14:15,True,07/12/2024 14:15,,32.73203338,249.4408837,0.289088998,0.324890843,90.0,,False,220.0,1.314040899,0.9,0.634,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,831.4696123
10375,07/12/2024 14:30,True,07/12/2024 14:30,,30.9053006,238.0060021,0.297042886,0.310131622,90.0,,False,220.0,1.350194936,0.9,0.635,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,793.3533403
10376,07/12/2024 14:45,True,07/12/2024 14:45,,30.02343624,225.5519422,0.41693384,0.262286148,90.0,,False,220.0,1.895153817,0.9,0.636,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,751.8398075
10377,07/12/2024 15:00,False,,07/12/2024 15:00,32.67973394,212.1320344,0.0,0.315319156,90.0,,False,220.0,0.0,0.9,0.637,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,707.1067812
10378,07/12/2024 15:15,True,07/12/2024 15:15,,34.35282705,197.8037445,0.424357157,0.258680803,90.0,,False,220.0,1.928896169,0.9,0.638,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,659.3458151
10379,07/12/2024 15:30,False,,07/12/2024 15:30,32.411972,182.6284287,0.0,0.30433791,90.0,,False,220.0,0.0,0.9,0.639,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,608.761429
10380,07/12/2024 15:45,True,07/12/2024 15:45,,31.79066744,166.6710699,0.481136194,0.22572163,90.0,,False,220.0,2.186982698,0.9,0.64,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,555.570233
10381,07/12/2024 16:00,False,,07/12/2024 16:00,33.50790931,150.0,0.0,0.26322163,90.0,,False,220.0,0.0,0.9,0.641,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,500.0
10382,07/12/2024 16:15,False,,07/12/2024 16:15,34.37159807,132.6866071,0.0,0.296393281,90.0,,False,220.0,0.0,0.9,0.642,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,442.2886902
10383,07/12/2024 16:30,False,,07/12/2024 16:30,32.11820773,114.8050297,0.0,0.325094539,90.0,,False,220.0,0.0,0.9,0.643,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,382.6834324
10384,07/12/2024 16:45,True,07/12/2024 16:45,,30.35413527,96.43183959,0.246507244,0.287575688,90.0,,False,220.0,1.120487473,0.9,0.644,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,321.4394653
10385,07/12/2024 17:00,False,,07/12/2024 17:00,34.6426683,77.64571353,0.0,0.306987116,90.0,,False,220.0,0.0,0.9,0.645,False,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,258.8190451
10386,07/12/2024 17:15,True,07/12/2024 17:15,,33.91740343,58.5270966,0.544838101,0.2,90.0,,False,220.0,2.476536822,0.9,0.646,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,195.090322
10387,07/12/2024 17:30,False,,07/12/2024 17:30,34.59125403,39.15785767,0.0,0.209789464,90.0,,False,220.0,0.0,0.9,0.647,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,130.5261922
10388,07/12/2024 17:45,False,,07/12/2024 17:45,33.98686014,19.62093877,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.648,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,65.40312923
10389,07/12/2024 18:00,False,,07/12/2024 18:00,33.91765169,3.67e-14,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.649,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,1.22e-13
10390,07/12/2024 18:15,False,,07/12/2024 18:15,34.71504906,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.65,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10391,07/12/2024 18:30,False,,07/12/2024 18:30,30.355001,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.651,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10392,07/12/2024 18:45,False,,07/12/2024 18:45,30.51814672,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.652,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10393,07/12/2024 19:00,False,,07/12/2024 19:00,31.864698,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.653,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10394,07/12/2024 19:15,False,,07/12/2024 19:15,34.83024067,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.654,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10395,07/12/2024 19:30,False,,07/12/2024 19:30,29.17711085,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.655,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10396,07/12/2024 19:45,False,,07/12/2024 19:45,32.76778975,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.656,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10397,07/12/2024 20:00,False,,07/12/2024 20:00,32.37038247,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.657,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10398,07/12/2024 20:15,False,,07/12/2024 20:15,34.15837978,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.658,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10399,07/12/2024 20:30,False,,07/12/2024 20:30,30.94706956,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.659,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10400,07/12/2024 20:45,False,,07/12/2024 20:45,33.19950659,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.66,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10401,07/12/2024 21:00,False,,07/12/2024 21:00,34.01317721,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.661,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10402,07/12/2024 21:15,False,,07/12/2024 21:15,30.15973634,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.662,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10403,07/12/2024 21:30,False,,07/12/2024 21:30,29.14866903,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.663,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10404,07/12/2024 21:45,False,,07/12/2024 21:45,29.69899356,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.664,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10405,07/12/2024 22:00,False,,07/12/2024 22:00,31.34816774,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.665,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10406,07/12/2024 22:15,False,,07/12/2024 22:15,33.68591943,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.666,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10407,07/12/2024 22:30,False,,07/12/2024 22:30,33.16990621,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.667,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10408,07/12/2024 22:45,False,,07/12/2024 22:45,32.16417062,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.668,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10409,07/12/2024 23:00,False,,07/12/2024 23:00,33.67654046,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.669,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10410,07/12/2024 23:15,False,,07/12/2024 23:15,29.22412574,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.67,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10411,07/12/2024 23:30,False,,07/12/2024 23:30,30.17033327,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.671,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10412,07/12/2024 23:45,False,,07/12/2024 23:45,32.26275166,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.672,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10413,08/12/2024 0:00,False,,08/12/2024 0:00,32.39352941,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.673,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10414,08/12/2024 0:15,False,,08/12/2024 0:15,31.62959342,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.674,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10415,08/12/2024 0:30,False,,08/12/2024 0:30,34.10299683,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.675,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10416,08/12/2024 0:45,False,,08/12/2024 0:45,30.5124298,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.676,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10417,08/12/2024 1:00,False,,08/12/2024 1:00,32.62870199,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.677,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10418,08/12/2024 1:15,False,,08/12/2024 1:15,31.86516232,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.678,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10419,08/12/2024 1:30,False,,08/12/2024 1:30,30.3613455,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.679,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
10420,08/12/2024 1:45,False,,08/12/2024 1:45,32.52450385,0.0,0.0,0.214694699,90.0,,False,220.0,0.0,0.9,0.68,True,False,Commercial,"12.0022, 8.5920",MonoCrystalline,1s2p,10%,1000.0,1.0,Lithium - Ion,0.0
